state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
Uttar Pradesh,Akbarpur,Ravi Sachan,M,48,GEN,JD(U),Arrow,1024,4,1028,1766121
Uttar Pradesh,Akbarpur,Prof. Ramgopal Sankhwar,M,61,SC,RAJUP,Walking Stick,770,6,776,1766121
Uttar Pradesh,Akbarpur,Saurabh Mishra,M,26,GEN,BSCP,FLUTE,2928,12,2940,1766121
Uttar Pradesh,Akbarpur,Arun Kumar,M,33,SC,IND,Camera,1573,5,1578,1766121
Uttar Pradesh,Akbarpur,Niraj Kumar Pasi Advocate,M,36,SC,IND,Tractor Chalata Kisan,1626,1,1627,1766121
Uttar Pradesh,Akbarpur,Manoj Gupta,M,36,GEN,IND,DIAMOND,3269,1,3270,1766121
Uttar Pradesh,Akbarpur,Vikas Tripathi,M,40,GEN,IND,Head Phone,2231,3,2234,1766121
Uttar Pradesh,Akbarpur,Sunil Kumar,M,46,GEN,IND,Balloon,3214,1,3215,1766121
Uttar Pradesh,Akbarpur,NOTA,0,0,0,NOTA,NOTA,7919,75,7994,1766121
Uttar Pradesh,Jalaun,AJAY SINGH (PANKAJ),M,46,SC,BSP,Elephant,422476,910,423386,1933358
Uttar Pradesh,Jalaun,BRIJLAL KHABRI,M,56,SC,INC,Hand,89444,162,89606,1933358
Uttar Pradesh,Jalaun,BHANU PRATAP SINGH VERMA,M,60,SC,BJP,Lotus,579723,2040,581763,1933358
Uttar Pradesh,Jalaun,RAMSINGH,M,51,SC,CPI(ML)(L),Flag with Three Stars,8786,6,8792,1933358
Uttar Pradesh,Jalaun,SHRAVAN KUMAR PAL,M,55,SC,RSOSP,Glass Tumbler,13861,33,13894,1933358
Uttar Pradesh,Jalaun,NOTA,0,0,0,NOTA,NOTA,12493,21,12514,1933358
Uttar Pradesh,Jhansi,Anurag Sharma,M,54,GEN,BJP,Lotus,808371,901,809272,2040739
Uttar Pradesh,Jhansi,Shyam Sundar Singh,M,59,GEN,SP,Bicycle,443090,499,443589,2040739
Uttar Pradesh,Jhansi,Shivsharan,M,47,GEN,INC,Hand,86080,59,86139,2040739
Uttar Pradesh,Jhansi,Gaurishankar,M,48,GEN,KSRSP,Ganna Kisan,3302,1,3303,2040739
Uttar Pradesh,Jhansi,Jagat Vikram Singh,M,49,GEN,PSPL,Key,2696,1,2697,2040739
Uttar Pradesh,Jhansi,Dilshad Ahmed Siddique,M,39,GEN,SWAJANPA,Swing,2263,1,2264,2040739
Uttar Pradesh,Jhansi,Shruti Agrawal,F,34,GEN,BUNKD,Bottle,1845,4,1849,2040739
Uttar Pradesh,Jhansi,Kalpana Khard,F,51,GEN,IND,FLUTE,1769,1,1770,2040739
Uttar Pradesh,Jhansi,Raja Khateek,M,29,SC,IND,Air Conditioner,2247,3,2250,2040739
Uttar Pradesh,Jhansi,Ramgopal,M,61,GEN,IND,Telephone,3807,0,3807,2040739
Uttar Pradesh,Jhansi,Sunil Prajapati,M,41,GEN,IND,Gas Cylinder,5709,2,5711,2040739
Uttar Pradesh,Jhansi,NOTA,0,0,0,NOTA,NOTA,18228,11,18239,2040739
Uttar Pradesh,Hamirpur,DILIP KUMAR SINGH,M,42,GEN,BSP,Elephant,325803,667,326470,1749100
Uttar Pradesh,Hamirpur,KUNWAR PUSHPENDRA SINGH CHANDEL,M,45,GEN,BJP,Lotus,574101,1021,575122,1749100
Uttar Pradesh,Hamirpur,PRITAM SINGH LODHI KISAAN,M,64,GEN,INC,Hand,114376,158,114534,1749100
Uttar Pradesh,Hamirpur,ARVIND KUMAR PRAJAPATI,M,40,GEN,PSPL,Key,4247,4,4251,1749100
Uttar Pradesh,Hamirpur,ER. KEDARNATH VISHWAKARMA,M,64,GEN,BMUP,Cot,2848,3,2851,1749100
Uttar Pradesh,Hamirpur,SHRIRAM SINGH GAUR,M,61,GEN,BSCP,FLUTE,2834,1,2835,1749100
Uttar Pradesh,Hamirpur,SURESH CHANDRA RAJPUT,M,39,GEN,RTKP,Stethoscope,1983,0,1983,1749100
Uttar Pradesh,Hamirpur,KAMLESH KUMAR,M,26,SC,IND,Bat,2441,3,2444,1749100
Uttar Pradesh,Hamirpur,KAMTA PRASAD PRAJAPATI,M,52,GEN,IND,Pot,2693,4,2697,1749100
Uttar Pradesh,Hamirpur,MADHURAJ,M,30,GEN,IND,Bottle,2304,2,2306,1749100
Uttar Pradesh,Hamirpur,RAJESH,M,53,GEN,IND,Apple,4917,0,4917,1749100
Uttar Pradesh,Hamirpur,RAM GOPAL,M,55,GEN,IND,Glass Tumbler,4205,1,4206,1749100
Uttar Pradesh,Hamirpur,SARJOOLAL,M,69,SC,IND,Harmonium,5206,0,5206,1749100
Uttar Pradesh,Hamirpur,SANJAY KUMAR SAHU,M,43,GEN,IND,Saw,24787,14,24801,1749100
Uttar Pradesh,Hamirpur,NOTA,0,0,0,NOTA,NOTA,15141,14,15155,1749100
Uttar Pradesh,Banda,BALKUMAR PATEL,M,59,GEN,INC,Hand,75350,88,75438,1702024
Uttar Pradesh,Banda,MAHENDRA,M,56,SC,CPI,Ears of Corn And Sickle,10347,2,10349,1702024
Uttar Pradesh,Banda,SHYAMA CHARAN GUPTA,M,74,GEN,SP,Bicycle,418647,341,418988,1702024
Uttar Pradesh,Banda,R.K. SINGH PATEL,M,59,GEN,BJP,Lotus,477100,826,477926,1702024
Uttar Pradesh,Banda,CHHOTELAL,M,37,GEN,PSPL,Key,12746,1,12747,1702024
Uttar Pradesh,Banda,MIRA DEVI,F,26,SC,SWAJANPA,Swing,6539,6,6545,1702024
Uttar Pradesh,Banda,SHIRAZ RAHAT KHAN,M,44,GEN,ASP,Helicopter,7869,4,7873,1702024
Uttar Pradesh,Banda,RAMPRATAP,M,45,GEN,IND,Air Conditioner,5430,3,5433,1702024
Uttar Pradesh,Banda,NOTA,0,0,0,NOTA,NOTA,19248,2,19250,1702024
Uttar Pradesh,Fatehpur,NIRANJAN JYOTI,F,52,GEN,BJP,Lotus,563715,2325,566040,1839312
Uttar Pradesh,Fatehpur,RAKESH SACHAN,M,63,GEN,INC,Hand,65738,339,66077,1839312
Uttar Pradesh,Fatehpur,SUKHDEV PRASAD VERMA,M,62,GEN,BSP,Elephant,366167,1668,367835,1839312
Uttar Pradesh,Fatehpur,ASHOK KUMAR MISHRA,M,58,GEN,JHBHP,Pen Stand,5266,12,5278,1839312
Uttar Pradesh,Fatehpur,MAHESH CHANDRA SAHU,M,42,GEN,PSPL,Key,2706,12,2718,1839312
Uttar Pradesh,Fatehpur,RAJKUMAR LODHI,M,40,GEN,VIPty,Air Conditioner,2454,3,2457,1839312
Uttar Pradesh,Fatehpur,RAMKUMAR,M,68,SC,PPID,Carrom Board,2779,1,2780,1839312
Uttar Pradesh,Fatehpur,KAMTA PRASAD,M,36,GEN,IND,DIAMOND,3794,2,3796,1839312
Uttar Pradesh,Fatehpur,JUBER AHMAD,M,44,GEN,IND,Ludo,4903,3,4906,1839312
Uttar Pradesh,Fatehpur,BENI PRASAD,M,61,SC,IND,Apple,7072,4,7076,1839312
Uttar Pradesh,Fatehpur,NOTA,0,0,0,NOTA,NOTA,14640,52,14692,1839312
Uttar Pradesh,Kaushambi,INDRAJEET SAROJ,M,57,SC,SP,Bicycle,343274,1013,344287,1787120
Uttar Pradesh,Kaushambi,GIRISH PASI,M,52,SC,INC,Hand,16384,58,16442,1787120
Uttar Pradesh,Kaushambi,VINOD KUMAR SONKAR,M,49,SC,BJP,Lotus,381517,1492,383009,1787120
Uttar Pradesh,Kaushambi,BACHACHA LAL,M,41,SC,BSCP,FLUTE,6206,5,6211,1787120
Uttar Pradesh,Kaushambi,MISHRI LAL,M,30,SC,SWAJANPA,Swing,3178,5,3183,1787120
Uttar Pradesh,Kaushambi,RAJDEV,M,63,SC,PSPL,Key,4986,0,4986,1787120
Uttar Pradesh,Kaushambi,SHAILENDRA KUMAR PASI,M,61,SC,JDL,Football Player,156269,137,156406,1787120
Uttar Pradesh,Kaushambi,CHHEDDU,M,47,SC,IND,Pan,3562,4,3566,1787120
Uttar Pradesh,Kaushambi,PRADEEP KUMAR,M,30,SC,IND,Air Conditioner,2376,1,2377,1787120
Uttar Pradesh,Kaushambi,RAM SUMER,M,58,SC,IND,Ginger,4219,5,4224,1787120
Uttar Pradesh,Kaushambi,SHAILENDRA KUMAR,M,44,SC,IND,Football,26954,13,26967,1787120
Uttar Pradesh,Kaushambi,SHAILENDRA KUMAR,M,40,SC,IND,Batsman,8009,2,8011,1787120
Uttar Pradesh,Kaushambi,NOTA,0,0,0,NOTA,NOTA,14751,18,14769,1787120
Uttar Pradesh,Phulpur,Keshari Devi Patel,F,62,GEN,BJP,Lotus,542398,2303,544701,2010477
Uttar Pradesh,Phulpur,Pandhari Yadav,M,58,GEN,SP,Bicycle,371318,1415,372733,2010477
Uttar Pradesh,Phulpur,Pankaj Patel,M,38,GEN,INC,Hand,32617,144,32761,2010477
Uttar Pradesh,Phulpur,Atul Kumar Dwivedi,M,35,GEN,LOGAP,Matchbox,1398,8,1406,2010477
Uttar Pradesh,Phulpur,Kamala Prasad,M,53,SC,AYP,Bread,916,5,921,2010477
Uttar Pradesh,Phulpur,Dakkhini Prasad Kushwaha,M,68,GEN,RGD,Batsman,974,1,975,2010477
Uttar Pradesh,Phulpur,Priya Singh Paul Alias Priyadarshini Gandhi,F,50,GEN,PSPL,Key,1602,5,1607,2010477
Uttar Pradesh,Phulpur,Ramnath Priydarshi Suman,M,81,SC,rajpt,Basket containing Fruits,2058,0,2058,2010477
Uttar Pradesh,Phulpur,Dr. Ramlakhan Chaurasiya,M,56,GEN,MADP,Auto- Rickshaw,1965,1,1966,2010477
Uttar Pradesh,Phulpur,Srichandra Kesarwani (Advocate),M,38,GEN,BALP,Plate Containing Food,1261,1,1262,2010477
Uttar Pradesh,Phulpur,Sunil Kumar Maurya,M,57,GEN,PGSP,Helmet,2185,4,2189,2010477
Uttar Pradesh,Phulpur,Sanjeev Kumar Mishra,M,41,GEN,YVP,Tractor Chalata Kisan,2858,0,2858,2010477
Uttar Pradesh,Phulpur,Rishabh Pandey,M,29,GEN,IND,Cup & Saucer,1945,0,1945,2010477
Uttar Pradesh,Phulpur,Dr. Neeraj,M,51,GEN,IND,Gas Cylinder,2969,3,2972,2010477
Uttar Pradesh,Phulpur,NOTA,0,0,0,NOTA,NOTA,7862,20,7882,2010477
Uttar Pradesh,Allahabad,Girdhar Gopal Tripathi,M,77,GEN,CPI,Ears of Corn And Sickle,10397,6,10403,1716160
Uttar Pradesh,Allahabad,Yogesh Shukla,M,49,GEN,INC,Hand,31852,101,31953,1716160
Uttar Pradesh,Allahabad,Rajendra Singh Patel,M,63,GEN,SP,Bicycle,309328,851,310179,1716160
Uttar Pradesh,Allahabad,Rita Bahuguna Joshi,F,69,GEN,BJP,Lotus,493204,1250,494454,1716160
Uttar Pradesh,Allahabad,Ajeet Kumar Patel,M,31,GEN,PGSP,Helmet,6261,6,6267,1716160
Uttar Pradesh,Allahabad,Abhimanyu Singh Patel,M,43,GEN,PSPL,Key,2214,3,2217,1716160
Uttar Pradesh,Allahabad,Om Guru Charandas,M,44,GEN,ssrd,Grapes,2278,0,2278,1716160
Uttar Pradesh,Allahabad,Gayatri Prasad,M,40,GEN,BSCP,FLUTE,1516,1,1517,1716160
Uttar Pradesh,Allahabad,Bhawani Singh,O,46,SC,AAAP,Broom,1840,5,1845,1716160
Uttar Pradesh,Allahabad,Ram Pal Gupta,M,47,GEN,PSJP,Auto- Rickshaw,3367,1,3368,1716160
Uttar Pradesh,Allahabad,Shiv Dutt Shukla,M,49,GEN,ANNADATA,Tractor Chalata Kisan,5146,1,5147,1716160
Uttar Pradesh,Allahabad,Shiv Prasad,M,63,GEN,LOGAP,Matchbox,4117,1,4118,1716160
Uttar Pradesh,Allahabad,Ajay Sharma,M,50,GEN,IND,Air Conditioner,4731,0,4731,1716160
Uttar Pradesh,Allahabad,Rabindra Kumar Shrivastav,M,48,GEN,IND,Television,2954,0,2954,1716160
Uttar Pradesh,Allahabad,NOTA,0,0,0,NOTA,NOTA,7610,15,7625,1716160
Uttar Pradesh,Barabanki,Upendra Singh Rawat,M,51,SC,BJP,Lotus,535594,323,535917,1816830
Uttar Pradesh,Barabanki,Tanuj Punia,M,34,SC,INC,Hand,159575,36,159611,1816830
Uttar Pradesh,Barabanki,Ram Sagar Rawat,M,68,SC,SP,Bicycle,425624,153,425777,1816830
Uttar Pradesh,Barabanki,Asha Devi,F,33,SC,LD,Tractor Chalata Kisan,5761,1,5762,1816830
Uttar Pradesh,Barabanki,Om kar,M,33,SC,BMUP,Cot,1369,2,1371,1816830
Uttar Pradesh,Barabanki,Kalpana Rawat,F,32,SC,BHAPRAP,Ludo,1048,1,1049,1816830
Uttar Pradesh,Barabanki,Tarawati,F,50,SC,ASaP,Auto- Rickshaw,1920,1,1921,1816830
Uttar Pradesh,Barabanki,Fool Dulari,F,39,SC,SDSP,Ganna Kisan,1622,2,1624,1816830
Uttar Pradesh,Barabanki,Vinod Kumar,M,35,SC,AJPI,Helicopter,1622,0,1622,1816830
Uttar Pradesh,Barabanki,Santosh Kumari,F,40,SC,bmd,Wheel Barrow,1549,0,1549,1816830
Uttar Pradesh,Barabanki,Kishan Lal,M,42,SC,IND,Truck,2288,1,2289,1816830
Uttar Pradesh,Barabanki,Molhey Ram Rawat,M,77,SC,IND,Helmet,4380,1,4381,1816830
Uttar Pradesh,Barabanki,Manju Devi,F,32,SC,IND,Crane,3683,0,3683,1816830
Uttar Pradesh,Barabanki,NOTA,0,0,0,NOTA,NOTA,8783,2,8785,1816830
Uttar Pradesh,Faizabad,ANAND SEN,M,55,GEN,SP,Bicycle,463187,357,463544,1821785
Uttar Pradesh,Faizabad,NIRMAL KHATRI,M,68,GEN,INC,Hand,53322,64,53386,1821785
Uttar Pradesh,Faizabad,LALLU SINGH,M,64,GEN,BJP,Lotus,528113,908,529021,1821785
Uttar Pradesh,Faizabad,ASHA DEVI,F,25,GEN,LD,Air Conditioner,6669,5,6674,1821785
Uttar Pradesh,Faizabad,KANCHAN YADAV,F,34,GEN,MADP,Auto- Rickshaw,2762,6,2768,1821785
Uttar Pradesh,Faizabad,MAHESH TIWARI,M,46,GEN,SHS,Bow and Arrow,1243,2,1245,1821785
Uttar Pradesh,Faizabad,VIJAY SHANKAR PANDEY,M,62,GEN,LOGAP,Matchbox,2055,1,2056,1821785
Uttar Pradesh,Faizabad,SHER AFGAN,M,44,GEN,BHAPRAP,Ludo,1336,1,1337,1821785
Uttar Pradesh,Faizabad,KAMLESH TIWARI,M,43,GEN,IND,Tractor Chalata Kisan,2739,0,2739,1821785
Uttar Pradesh,Faizabad,MANOJ KUMAR MISHRA,M,28,GEN,IND,Helicopter,1821,1,1822,1821785
Uttar Pradesh,Faizabad,RAJBAHADUR URF RAJAN PANDEY,M,45,GEN,IND,Glass Tumbler,7345,2,7347,1821785
Uttar Pradesh,Faizabad,LAL MANI TRIPATHI (BHAI SAHAB),M,55,GEN,IND,Key,3301,1,3302,1821785
Uttar Pradesh,Faizabad,SHARAD KUMAR,M,34,SC,IND,Almirah,2492,0,2492,1821785
Uttar Pradesh,Faizabad,NOTA,0,0,0,NOTA,NOTA,9381,7,9388,1821785
Uttar Pradesh,Ambedkar Nagar,Mukut Bihari,M,71,GEN,BJP,Lotus,467287,951,468238,1785657
Uttar Pradesh,Ambedkar Nagar,Ritesh Pandey,M,38,GEN,BSP,Elephant,563445,673,564118,1785657
Uttar Pradesh,Ambedkar Nagar,Ayodhya,M,38,GEN,BHAPRAP,Ludo,5449,23,5472,1785657
Uttar Pradesh,Ambedkar Nagar,Ashutosh,M,47,GEN,MADP,Auto- Rickshaw,4162,1,4163,1785657
Uttar Pradesh,Ambedkar Nagar,Parshuram Patel,M,60,GEN,HND,Water Tank,2440,3,2443,1785657
Uttar Pradesh,Ambedkar Nagar,Premnath Nishad,M,36,GEN,PSPL,Key,2385,5,2390,1785657
Uttar Pradesh,Ambedkar Nagar,Mastram Kori,M,49,SC,SWAJANPA,Swing,1959,0,1959,1785657
Uttar Pradesh,Ambedkar Nagar,Rakesh,M,36,GEN,SBSP,Walking Stick,15164,3,15167,1785657
Uttar Pradesh,Ambedkar Nagar,Ram Singar,M,55,SC,VPI,Gas Cylinder,2224,0,2224,1785657
Uttar Pradesh,Ambedkar Nagar,Sushila Dinkar,F,56,SC,BMUP,Cot,6054,11,6065,1785657
Uttar Pradesh,Ambedkar Nagar,Taigar Ramnihor Patel 'Ratnashah',M,70,GEN,IND,Cup & Saucer,6567,2,6569,1785657
Uttar Pradesh,Ambedkar Nagar,NOTA,0,0,0,NOTA,NOTA,11329,15,11344,1785657
Uttar Pradesh,Bahraich,AKSHAIBAR LAL,M,73,SC,BJP,Lotus,525512,470,525982,1729908
Uttar Pradesh,Bahraich,SHABBIR BALMIKI,M,60,SC,SP,Bicycle,396843,387,397230,1729908
Uttar Pradesh,Bahraich,SAVITRI BAI PHULE,F,38,SC,INC,Hand,34383,71,34454,1729908
Uttar Pradesh,Bahraich,JAGDISH KUMAR SINGH,M,53,SC,PSPL,Key,2488,1,2489,1729908
Uttar Pradesh,Bahraich,MAUJILAL,M,44,SC,RJAPU,Gas Stove,1662,0,1662,1729908
Uttar Pradesh,Bahraich,RAM SAGAR,M,47,SC,RTKP,Stethoscope,1581,0,1581,1729908
Uttar Pradesh,Bahraich,RINKU SAHANI,F,25,SC,SHS,Bow and Arrow,2423,4,2427,1729908
Uttar Pradesh,Bahraich,GUR PRASAD,M,69,SC,IND,Truck,2131,0,2131,1729908
Uttar Pradesh,Bahraich,JANARDAN GOND,M,46,SC,IND,Tractor Chalata Kisan,5179,0,5179,1729908
Uttar Pradesh,Bahraich,SHIVNANDAN,M,52,SC,IND,Cot,3524,0,3524,1729908
Uttar Pradesh,Bahraich,NOTA,0,0,0,NOTA,NOTA,13184,5,13189,1729908
Uttar Pradesh,Kaiserganj,Chandradev Ram Yadav,M,66,GEN,BSP,Elephant,319418,339,319757,1805946
Uttar Pradesh,Kaiserganj,Brijbhusan Sharan Singh,M,62,GEN,BJP,Lotus,580226,1132,581358,1805946
Uttar Pradesh,Kaiserganj,Vinay Kumar Pandey 'Vinnu',M,54,GEN,INC,Hand,37049,83,37132,1805946
Uttar Pradesh,Kaiserganj,Umesh Kumar,M,34,GEN,RJAPU,Gas Stove,5898,1,5899,1805946
Uttar Pradesh,Kaiserganj,Chandra Prakash Pandey,M,58,GEN,NAP,Auto- Rickshaw,3114,3,3117,1805946
Uttar Pradesh,Kaiserganj,Dhananjay Sharma,M,46,GEN,PSPL,Key,2000,1,2001,1805946
Uttar Pradesh,Kaiserganj,Pramod Kumar,M,39,GEN,SAKSP,Saw,2214,0,2214,1805946
Uttar Pradesh,Kaiserganj,Vajid,M,52,GEN,AJPI,Helicopter,2036,0,2036,1805946
Uttar Pradesh,Kaiserganj,Santosh,M,39,GEN,BHAPRAP,Ludo,2165,1,2166,1805946
Uttar Pradesh,Kaiserganj,Om Prakash Mishra,M,35,GEN,IND,Camera,3085,4,3089,1805946
Uttar Pradesh,Kaiserganj,Munni,F,41,GEN,IND,Television,4563,2,4565,1805946
Uttar Pradesh,Kaiserganj,Shiv Narayan,M,36,SC,IND,Ring,4898,0,4898,1805946
Uttar Pradesh,Kaiserganj,NOTA,0,0,0,NOTA,NOTA,13157,11,13168,1805946
Uttar Pradesh,Shrawasti,DADDAN MISHRA,M,52,GEN,BJP,Lotus,436228,223,436451,1914739
Uttar Pradesh,Shrawasti,DHIRENDRA PRATAP SINGH,M,54,GEN,INC,Hand,58014,28,58042,1914739
Uttar Pradesh,Shrawasti,NABBAN KHAN,M,63,GEN,CPI,Ears of Corn And Sickle,12662,0,12662,1914739
Uttar Pradesh,Shrawasti,RAM SHIROMANI,M,49,GEN,BSP,Elephant,441505,266,441771,1914739
Uttar Pradesh,Shrawasti,RAJWANT SINGH,M,47,GEN,SHS,Bow & Arrow,7479,0,7479,1914739
Uttar Pradesh,Shrawasti,RAM KUMAR PANDEY,M,36,GEN,HND,Water Tank,4325,0,4325,1914739
Uttar Pradesh,Shrawasti,HANOMAN PRASAD MISHRA,M,40,GEN,KMSP,Nail Cutter,3165,0,3165,1914739
Uttar Pradesh,Shrawasti,ARJUN,M,51,GEN,IND,Key,3509,0,3509,1914739
Uttar Pradesh,Shrawasti,UGRASEN SINGH,M,45,GEN,IND,Auto- Rickshaw,7064,0,7064,1914739
Uttar Pradesh,Shrawasti,BALMUKUND,M,26,SC,IND,SHIP,5431,0,5431,1914739
Uttar Pradesh,Shrawasti,NOTA,0,0,0,NOTA,NOTA,17104,4,17108,1914739
Uttar Pradesh,Gonda,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,M,53,GEN,BJP,Lotus,507276,914,508190,1770248
Uttar Pradesh,Gonda,SMT KRISHNA PATEL,F,62,GEN,INC,Hand,25646,40,25686,1770248
Uttar Pradesh,Gonda,VINOD KUMAR ALIAS PANDIT SINGH,M,52,GEN,SP,Bicycle,341179,651,341830,1770248
Uttar Pradesh,Gonda,ASMAN DATT MISHRA,M,55,GEN,BHAPRAP,Ludo,3732,2,3734,1770248
Uttar Pradesh,Gonda,"QUTUBUDDIN KHAN ""DIMOND""",M,45,GEN,PSPL,Key,6210,2,6212,1770248
Uttar Pradesh,Gonda,MOHD. JAVED ANSARI,M,36,GEN,VMSKP,Skipping Rope,1529,0,1529,1770248
Uttar Pradesh,Gonda,DHANI RAM CHAUDHRI,M,29,SC,RJBP,Cauliflower,3539,1,3540,1770248
Uttar Pradesh,Gonda,PEER ALI KHAN,M,43,GEN,KMSP,Nail Cutter,1936,0,1936,1770248
Uttar Pradesh,Gonda,MUBARAK ALI,M,42,GEN,AIFB,Lion,2830,0,2830,1770248
Uttar Pradesh,Gonda,RADHEY SHYAM ALIAS PAPPU RAJBHAR,M,33,GEN,SBSP,Walking Stick,3854,2,3856,1770248
Uttar Pradesh,Gonda,HAFIZ ALI,M,42,GEN,PECP,Glass Tumbler,2103,1,2104,1770248
Uttar Pradesh,Gonda,MO. ARBI,M,39,GEN,IND,Truck,2568,0,2568,1770248
Uttar Pradesh,Gonda,NARENDRA SINGH,M,49,GEN,IND,Water Melon,3265,0,3265,1770248
Uttar Pradesh,Gonda,MAHESH SINGH,M,51,GEN,IND,Basket containing Fruits,5475,0,5475,1770248
Uttar Pradesh,Gonda,VINOD KUMAR SINGH,M,39,GEN,IND,Drill Machine,2641,2,2643,1770248
Uttar Pradesh,Gonda,NOTA,0,0,0,NOTA,NOTA,8401,17,8418,1770248
Uttar Pradesh,Domariyaganj,AFTAB ALAM,M,37,GEN,BSP,Elephant,386901,31,386932,1885433
Uttar Pradesh,Domariyaganj,CHANDRASH ALIAS CHANDRESH KUMAR UPADHYAY,M,37,GEN,INC,Hand,60538,11,60549,1885433
Uttar Pradesh,Domariyaganj,JAGDAMBIKA PAL,M,68,GEN,BJP,Lotus,492145,108,492253,1885433
Uttar Pradesh,Domariyaganj,ARJUN SINGH LODHI,M,50,GEN,BMUP,Cot,8265,0,8265,1885433
Uttar Pradesh,Domariyaganj,KESHARI NANDAN,M,35,GEN,SDU,Wall Hook,3066,0,3066,1885433
Uttar Pradesh,Domariyaganj,KESHAV RAJBHAR,M,36,GEN,SBSP,Walking Stick,3809,0,3809,1885433
Uttar Pradesh,Domariyaganj,BRIJESH KUMAR,M,46,GEN,JKiP,Tractor Chalata Kisan,4097,0,4097,1885433
Uttar Pradesh,Domariyaganj,MOHAMMAD IRFAN,M,33,GEN,PECP,Glass Tumbler,5765,0,5765,1885433
Uttar Pradesh,Domariyaganj,SANJAY KUMAR CHAUHAN,M,44,GEN,NEP,Television,5029,1,5030,1885433
Uttar Pradesh,Domariyaganj,SHARWAN KUMAR,M,33,SC,IND,Pressure Cooker,3746,0,3746,1885433
Uttar Pradesh,Domariyaganj,NOTA,0,0,0,NOTA,NOTA,11754,3,11757,1885433
Uttar Pradesh,Basti,RAJ KISHOR SINGH,M,50,GEN,INC,Hand,86453,467,86920,1845223
Uttar Pradesh,Basti,RAM PRASAD CHAUDHARY,M,65,GEN,BSP,Elephant,437641,3167,440808,1845223
Uttar Pradesh,Basti,HARISH CHANDRA ALIAS HARISH DWIVEDI,M,45,GEN,BJP,Lotus,469214,1948,471162,1845223
Uttar Pradesh,Basti,PANKAJ DUBEY,M,36,GEN,LOGAP,Matchbox,7340,5,7345,1845223
Uttar Pradesh,Basti,PRAMOD SHUKLA,M,38,GEN,RAPI,Helicopter,2678,2,2680,1845223
Uttar Pradesh,Basti,RAM PRASAD CHAURASIYA,M,49,GEN,JKiP,Tractor Chalata Kisan,3734,3,3737,1845223
Uttar Pradesh,Basti,ROHIT KUMAR PATHAK,M,25,GEN,HND,Water Tank,3179,3,3182,1845223
Uttar Pradesh,Basti,VINOD KUMAR RAJBHAR,M,42,GEN,SBSP,Walking Stick,11960,11,11971,1845223
Uttar Pradesh,Basti,CHANDRA MANI PANDEY,M,42,GEN,IND,Ganna Kisan,3161,9,3170,1845223
Uttar Pradesh,Basti,BHAGWANDAS,M,51,SC,IND,Kettle,5589,1,5590,1845223
Uttar Pradesh,Basti,RANGI LAL YADAV,M,36,GEN,IND,Auto- Rickshaw,7638,1,7639,1845223
Uttar Pradesh,Basti,NOTA,0,0,0,NOTA,NOTA,10298,37,10335,1845223
Uttar Pradesh,Sant Kabir Nagar,PRAVEEN KUMAR NISHAD,M,30,ST,BJP,Lotus,466167,1376,467543,1962903
Uttar Pradesh,Sant Kabir Nagar,BHAL CHANDRA YADAV,M,60,GEN,INC,Hand,128242,264,128506,1962903
Uttar Pradesh,Sant Kabir Nagar,BHEESHMA SHANKAR,M,54,GEN,BSP,Elephant,430899,895,431794,1962903
Uttar Pradesh,Sant Kabir Nagar,AKHILESH KUMAR,M,46,GEN,MADP,Auto- Rickshaw,8013,12,8025,1962903
Uttar Pradesh,Sant Kabir Nagar,ANAND KUMAR GAUTAM,M,29,SC,BMUP,Cot,3984,3,3987,1962903
Uttar Pradesh,Sant Kabir Nagar,RAJENDRA YADAV,M,57,GEN,IND,Tractor Chalata Kisan,6915,17,6932,1962903
Uttar Pradesh,Sant Kabir Nagar,LOTAN,M,57,SC,IND,Saw,3972,0,3972,1962903
Uttar Pradesh,Sant Kabir Nagar,NOTA,0,0,0,NOTA,NOTA,12614,17,12631,1962903
Uttar Pradesh,Maharajganj,AKHILESH,M,55,GEN,SP,Bicycle,385592,333,385925,1915408
Uttar Pradesh,Maharajganj,PANKAJ CHOUDHARY,M,54,GEN,BJP,Lotus,725557,792,726349,1915408
Uttar Pradesh,Maharajganj,SUPRIYA SHRINATE,F,41,GEN,INC,Hand,72449,67,72516,1915408
Uttar Pradesh,Maharajganj,PAPPU CHAUHAN,M,31,GEN,SATKP,Pan,2856,1,2857,1915408
Uttar Pradesh,Maharajganj,MANISH,M,38,SC,BMUP,Cot,1530,4,1534,1915408
Uttar Pradesh,Maharajganj,MANOJ KUMAR RANA,M,46,GEN,BSUSP,Truck,1777,9,1786,1915408
Uttar Pradesh,Maharajganj,SHIV CHARAN,M,30,GEN,jhspt,Boat with Man and Sail,1431,0,1431,1915408
Uttar Pradesh,Maharajganj,SUMIT,M,31,GEN,JKiP,Tractor Chalata Kisan,5183,0,5183,1915408
Uttar Pradesh,Maharajganj,ANEEL KUMAR,M,40,GEN,IND,Air Conditioner,2040,2,2042,1915408
Uttar Pradesh,Maharajganj,AMARJEET,M,51,SC,IND,Helicopter,2254,0,2254,1915408
Uttar Pradesh,Maharajganj,PANNELAL,M,33,SC,IND,Auto- Rickshaw,3871,1,3872,1915408
Uttar Pradesh,Maharajganj,PRAMOD KUMAR,M,36,GEN,IND,Plastering Trowel,2236,0,2236,1915408
